PC1,PC2,PC3,PC4,Class
2.103360759151607,0.45594959819341613,0.18426103301950508,-0.4946451146032137,0
1.850466221568249,-0.5832793219327446,0.3832103556906841,0.7617959158430253,0
1.7613794900668247,0.25066788892593594,0.6439010119297034,0.6358049232870526,0
2.1763970586020296,-0.4999823220089035,0.31966856637791896,0.014303667087423241,0
2.2075910667316236,-1.100519123434986,-0.03570284038040083,-0.23869030567830551,0
2.2014228513886644,0.5444960076645804,0.22023157322406772,0.09983543790969893,0
2.1985639042814094,-0.7673390114030295,0.8197694938901555,1.3422673599776898,0
2.166545216580427,0.1897393012737449,0.019887414158266333,0.8364946261683854,0
2.4535512645027717,-0.45752239462860134,-0.13343016599869267,0.4870625329788386,0
2.3323628966302477,0.4038219663547688,0.6253183041309719,0.7654946260720102,0
2.2357246122200958,0.09030678120843272,0.10368652768236933,-0.4963048133633693,0
2.6469136051139737,-0.7750461939624932,-0.6396685826605693,0.6840987668228458,0
2.0073354598620403,0.07528867342226832,-0.06439318278789148,0.2937366296673092,0
2.221727883570536,0.38493900867082886,-0.16046727586376539,0.10413423941089579,0
2.0723706735794427,-0.3573950308475133,-0.0029187561930760007,0.1266580141291922,0
2.8742432707985412,-0.8006334062844959,-1.0678161879514672,0.3567455230615988,0
2.1772971517423554,0.0671867066025621,0.14556130763705258,0.38976962479055266,0
1.6415371145646163,-0.6452223747570993,0.6990026906742799,1.137773641340328,0
1.96237311099502,-0.36979389660368406,0.40976312418497157,0.4120054300806307,0
2.183041838438026,-0.6250414136202539,-0.1573456593463662,-0.4561387679057898,0
2.841630980648737,-0.6291659034566038,-0.3396084847751951,1.5374456846879372,0
1.6778157896027062,-0.28339555076497913,0.4111300093580905,0.16571634707612465,0
2.223033503310547,-0.494028371880205,-0.5358590726292551,0.11373879481999519,0
1.9685895060621605,0.6759408224220425,0.16318157611680292,-0.9047421649050105,0
2.1406032855841346,-0.464348456741036,1.3978709201094839,0.0554561136264765,0
2.4853163551313338,-0.6449661750958713,0.04544472629432216,0.49225321626166174,0
2.431089314628815,-0.0831648725949192,-0.29876895045615476,-0.8319498793460866,0
2.2245789233399065,-0.6197383610586997,-0.3177735242774802,-0.15478262125220085,0
2.1723449500172802,-0.47261839113758325,0.35629926922439387,-0.17432821748028704,0
2.248125520792326,-0.940271808540222,-0.399760720425562,-0.9800474027361368,0
2.1233712008616656,-0.5141485699152456,0.43644757533938194,-0.47892818874028226,0
1.9393963987714575,-0.3761330732372312,0.48896338299063974,0.8864414820787351,0
1.8090852001536653,-0.3305306611872715,0.8879094663886629,1.0844925412196138,0
2.9407943654497912,-0.7299555707229674,-0.2431995502981077,1.1775139060966806,0
2.187420440399313,-0.002831522476824353,0.044605220890089656,0.2943658380404498,0
1.620708204261294,0.17589723611672717,0.027740715138537892,-0.29731567924162555,0
2.127751741359887,-0.7263105572486951,1.0854399465571694,0.6988281772034742,0
2.4157356510532764,-1.6607028924896499,0.3035186083899476,0.6615486161810759,0
2.1097976651771773,-0.5301060106368635,-0.05642320410491163,0.3705300161255194,0
2.1273628857541245,-1.1741157660835533,-0.43492440692711876,-0.549354652284341,0
2.662196825414195,-0.6488406787446798,-0.3247827604435346,1.40091578551035,0
2.386437447080366,-0.14194762534725852,-0.3972910823887182,-0.01657767540907035,0
2.3364212529784583,-0.034216617260244254,-0.5161553631590506,-0.7263954477430253,0
2.3812699554821273,-1.2565323191089748,-0.7899563631912907,-1.6989908676062109,0
2.2798994729342437,-0.1174408302491415,0.28672115332724146,0.46249059648725543,0
